,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Tags,A free copy of Mastering The Interview,Last Notable Activity
4389,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
4390,Api,Google,No,No,0,5.0,418,5.0,Olark chat conversation,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
4391,Landing page submission,Direct traffic,No,No,0,3.0,1409,1.5,Converted to lead,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Modified
4392,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,Student,Better career prospects,No,No,No,No,No,No,Already a student,No,Email opened
4393,Api,Olark chat,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
4394,Landing page submission,Google,No,No,0,8.0,348,8.0,Email opened,India,Media and advertising,Unemployed,Better career prospects,No,No,No,No,No,No,Interested  in full time mba,No,Email opened
4395,Api,Olark chat,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
4396,Api,Olark chat,Yes,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Student,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
4397,Landing page submission,Google,No,No,1,6.0,865,6.0,Email opened,India,Media and advertising,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
4398,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4399,Landing page submission,Google,No,No,1,7.0,1201,7.0,Sms sent,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4400,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
4401,Landing page submission,Google,No,No,0,6.0,1030,3.0,Page visited on website,India,International business,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
4402,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,Student,Better career prospects,No,No,No,No,No,No,Already a student,No,Email opened
4403,Lead add form,Reference,No,No,1,0.0,0,0.0,Email opened,No Details,Marketing management,Student,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
4404,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Student,Better career prospects,No,No,No,No,No,No,Already a student,No,Olark chat conversation
4405,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Still thinking,No,Modified
4406,Lead add form,"<bound method Series.mode of 0           Olark chat
1       Organic search
2       Direct traffic
3       Direct traffic
4               Google
             ...      
9235    Direct traffic
9236    Direct traffic
9237    Direct traffic
9238            Google
9239    Direct traffic
Name: Lead Source, Length: 9240, dtype: object>",No,No,1,0.0,0,0.0,Sms sent,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4407,Lead add form,Reference,No,No,1,0.0,0,0.0,Sms sent,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4408,Api,Google,No,No,0,2.0,216,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,No,Sms sent
4409,Lead add form,"<bound method Series.mode of 0           Olark chat
1       Organic search
2       Direct traffic
3       Direct traffic
4               Google
             ...      
9235    Direct traffic
9236    Direct traffic
9237    Direct traffic
9238            Google
9239    Direct traffic
Name: Lead Source, Length: 9240, dtype: object>",No,No,0,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
4410,Landing page submission,Organic search,No,No,0,3.0,151,3.0,Email opened,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Interested  in full time mba,No,Email opened
4411,Landing page submission,Direct traffic,No,No,1,3.0,977,3.0,Sms sent,India,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
4412,Api,Organic search,No,No,0,4.0,282,4.0,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
4413,Landing page submission,Direct traffic,No,No,1,7.0,899,2.33,Page visited on website,Outside India,E-commerce,Unemployed,Better career prospects,No,No,No,No,No,No,Closed by horizzon,Yes,Modified
4414,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Olark chat conversation
4415,Landing page submission,Google,No,No,1,4.0,1175,4.0,Email opened,India,Business administration,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
4416,Api,Google,No,No,0,2.0,858,2.0,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
4417,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
4418,Landing page submission,Google,No,No,0,4.0,1501,4.0,Sms sent,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,No,Sms sent
4419,Api,Google,No,No,0,2.0,367,2.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
4420,Landing page submission,Direct traffic,No,No,1,8.0,1517,8.0,Email opened,Outside India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Closed by horizzon,Yes,Email opened
4421,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4422,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4423,Landing page submission,Google,No,No,0,6.0,128,6.0,Email opened,India,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
4424,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,Retail management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4425,Api,Olark chat,No,No,0,0.0,0,0.0,Sms sent,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
4426,Landing page submission,Direct traffic,No,No,1,2.0,1178,2.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
4427,Landing page submission,Direct traffic,No,No,0,3.0,101,1.5,Email opened,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,Yes,Email opened
4428,Landing page submission,Direct traffic,No,No,1,8.0,1499,8.0,Sms sent,India,Rural and agribusiness,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4429,Landing page submission,Direct traffic,No,No,1,2.0,203,2.0,Sms sent,India,Finance management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Sms sent
4430,Api,Olark chat,No,No,1,0.0,0,0.0,Email opened,No Details,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
4431,Landing page submission,Direct traffic,No,No,0,2.0,348,2.0,Email opened,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Email opened
4432,Api,Organic search,No,No,1,2.0,1223,2.0,Sms sent,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in next batch,No,Sms sent
4433,Landing page submission,Google,No,No,0,2.0,437,2.0,Email opened,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
4434,Api,Direct traffic,No,No,0,10.0,491,3.33,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
4435,Landing page submission,Direct traffic,No,No,0,2.0,77,2.0,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,No Details,No,Email opened
4436,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,Media and advertising,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4437,Landing page submission,Direct traffic,No,No,0,5.0,194,5.0,Email opened,India,Retail management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
4438,Lead add form,Reference,No,No,1,0.0,0,0.0,Sms sent,No Details,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4439,Landing page submission,Organic search,No,No,0,5.0,37,5.0,Page visited on website,India,Retail management,Unemployed,Better career prospects,No,No,No,No,No,No,Invalid number,No,Modified
4440,Landing page submission,Direct traffic,No,No,0,5.0,296,5.0,Email opened,India,Finance management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Email opened
4441,Landing page submission,Google,No,No,0,6.0,369,6.0,Email opened,India,Operations management,Unemployed,Better career prospects,No,No,No,No,No,No,Diploma holder (not eligible),No,Modified
4442,Lead add form,Reference,No,No,1,0.0,0,0.0,Sms sent,No Details,Finance management,Student,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4444,Lead add form,Reference,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Closed by horizzon,No,Email opened
4445,Landing page submission,Google,No,No,1,9.0,1066,3.0,Sms sent,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4446,Landing page submission,Google,No,No,1,3.0,1019,3.0,Sms sent,India,Marketing management,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
4447,Api,Google,No,No,0,2.0,52,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
4448,Api,Olark chat,Yes,No,0,0.0,0,0.0,Unsubscribed,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Invalid number,No,Unsubscribed
4449,Api,Organic search,No,No,0,13.0,391,6.5,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Olark chat conversation
4450,Api,Organic search,No,No,1,2.0,362,2.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
4451,Landing page submission,Direct traffic,No,No,0,5.0,250,5.0,Sms sent,India,Healthcare management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Sms sent
4452,Landing page submission,Google,No,No,0,5.0,236,5.0,Sms sent,India,Human resource management,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
4453,Landing page submission,Direct traffic,No,No,1,2.0,1575,2.0,Sms sent,India,Hospitality management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
4454,Api,Olark chat,Yes,No,1,0.0,0,0.0,Unsubscribed,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Unsubscribed
4455,Api,Google,No,No,0,2.0,1189,2.0,Sms sent,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Sms sent
4456,Api,Google,No,No,0,2.0,940,1.0,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
4457,Api,Organic search,No,No,0,2.0,1456,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
4458,Api,Olark chat,Yes,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
4459,Api,Google,No,No,0,4.0,153,2.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Not doing further education,No,Modified
4460,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,No,Email opened
4461,Landing page submission,Google,No,No,0,4.0,1579,4.0,Sms sent,India,E-commerce,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
4462,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,Business administration,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4463,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Olark chat conversation
4464,Api,Google,No,No,0,3.0,187,1.5,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
4465,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested  in full time mba,No,Modified
4466,Landing page submission,Direct traffic,No,No,1,3.0,1346,3.0,Sms sent,India,Marketing management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
4467,Api,Google,No,No,0,2.0,71,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
4468,Landing page submission,Direct traffic,No,No,0,3.0,349,3.0,Email opened,India,Human resource management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Email opened
4469,Api,Google,No,No,0,2.0,67,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Sms sent
4470,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
4471,Landing page submission,Google,Yes,No,0,28.0,81,3.5,Page visited on website,India,Retail management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
4472,Landing page submission,Direct traffic,No,No,1,9.0,1324,3.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
4473,Landing page submission,Google,No,No,1,2.0,1004,2.0,Sms sent,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
4474,Api,Google,Yes,No,0,2.0,104,2.0,Unsubscribed,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Unsubscribed
